Data_Publicacao,Portal,Casa,Noticia,Resumo,Rotulo_Especialista,Evidencia,Sentimento_Rotulo,Concorda,AUDITORIA_correto?,AUDITORIA_rotulo_certo,URL
2024-04-22,MoneyTimes,analistas,"Comprar ou não Petrobras (PETR4)? Analistas estão otimistas após sinal verde para dividendos, mas não é só isso; entenda","Após um primeiro trimestre barulhento para a Petrobras (PETR3; PETR4), os analistas veem a poeira baixar, com os eventos se tornando mais positivos para a tese de investimento da estatal. Na semana passada, o Conselho de Administração da petroleira aprovou a distribuição de 50% dos dividendos extraordinários e o presidente Lula também já deu o aval. Os […]",Positive,positivos para,Neutral,False,,,https://www.moneytimes.com.br/comprar-ou-nao-petrobras-petr4-analistas-estao-otimistas-apos-sinal-verde-para-dividendos-extraordinarios-mas-nao-e-so-isso-entenda/
2024-04-29,Poder360,bb investimentos,BB Investimentos revisa para cima preço-alvo de ações da Petrobras,Instituição reforça a visão positiva e a recomendação de compra para o papel; projeção é que o valor passe de R$ 42 para R$ 47 no fim de 2024,Positive,são positiv,Negative,False,,,https://www.poder360.com.br/economia/bb-investimentos-revisa-para-cima-preco-alvo-de-acoes-da-petrobras/
2024-05-08,MoneyTimes,analistas,Caos da Petrobras (PETR4) impactou opinião do mercado? Confira a petroleira favorita de 12 analistas para investir em maio,"Mesmo após um período caótico no mês de abril, a Petrobras (PETR4) não registrou queda em recomendações. Em maio, teve o primeiro lugar e se tornou a petroleira preferida dos analistas, mostra o levantamento do Money Times, com carteiras de 17 bancos, corretoras e casas de análise. No mês, a ação foi de longe a […]",Positive,preferida,Negative,False,,,https://www.moneytimes.com.br/caos-da-petrobras-petr4-impactou-opiniao-do-mercado-confira-a-petroleira-favorita-de-12-analistas-para-investir-em-maio/
2024-05-08,MoneyTimes,analistas,Dividendos: Petrobras (PETR4) divide holofote com outra estatal como preferida de 19 analistas para buscar lucros; confira,"Após ficar nos holofotes justamente por conta de seus dividendos extraordinários, a Petrobras (PETR4) está entre as mais indicadas para investir em maio e buscar lucros, empatada com Banco do Brasil (BBAS3), ambas com 12 indicações. É o que mostra o levantamento do Money Times que mapeou as carteiras recomendadas de dividendos de 19 corretoras e […]",Positive,preferida,Neutral,False,,,https://www.moneytimes.com.br/dividendos-petrobras-petr4-divide-holofote-com-outra-estatal-como-preferida-de-19-analistas-para-buscar-lucros-confira/
2024-05-14,InfoMoney,analista,"Combinação de pequenos itens levou Petrobras a ficar abaixo do esperado, diz analista","Embora com estimativas abaixo do esperado no 1T24, a estatal continuou a gerar fluxo de caixa substancial",Negative,abaixo do esperado,Negative,True,,,https://www.infomoney.com.br/mercados/combinacao-de-pequenos-itens-levou-petrobras-a-ficar-abaixo-do-esperado-diz-analista/
2024-05-22,Poder360,santander,"Produção da Petrobras em abril é decepcionante, diz Santander",Redução teria sido motivada por manutenções em campos do pré-sal; analistas dizem que a volatilidade pode seguir em maio,Negative,decepcion,Negative,True,,,https://www.poder360.com.br/economia/producao-da-petrobras-e-decepcionante-em-abril-diz-santander/
2024-06-06,MoneyTimes,analistas,E os dividendos extraordinários? Bancão dispara e desbanca Petrobras (PETR4); confira onde investir em junho,"Desbancando a queridinha do mercado e conhecida por seus dividendos extraordinários, Petrobras (PETR4), o Banco do Brasil (BBAS3) virou a ação preferida dos analistas para investir em junho, mostra o levantamento do Money Times, com carteiras de dividendos de 19 bancos, corretoras e casas de análise. No mês, o bancão foi o campeão, ao receber 13 recomendações. Na […]",Positive,ação preferida,Negative,False,,,https://www.moneytimes.com.br/e-os-dividendos-extraordinarios-bancao-dispara-em-recomendacoes-e-desbanca-petrobras-petr4-confira-onde-investir-em-junho-visp/
2024-06-11,MoneyTimes,analistas,"Petrobras (PETR4), Prio (PRIO3), 3R Petroleum (RRRP3): Veja a petroleira favorita dos analistas para buscar lucros em junho","Mais uma vez, a Petrobras (PETR4) levou o primeiro lugar como a petroleira preferida dos analistas. Isso é o que mostra o levantamento do Money Times, com carteiras de 20 bancos, corretoras e casas de análise. No mês, a ação foi de longe a campeã, recebendo 14 recomendações. Em sequência, aparecem a Prio (PRIO3), com sete indicações, e […]",Positive,preferida,Neutral,False,,,https://www.moneytimes.com.br/petrobras-petr4-prio-prio3-3r-petroleum-rrrp3-confira-qual-a-petroleira-favorita-dos-analistas-para-buscar-lucros-no-mes-de-junho-visp/
2024-07-04,InfoMoney,analistas,Petrobras (PETR4): interesse na Namíbia e acordo com Cade são positivos para estatal?,Analistas veem notícias sobre exploração na África em linha com sinalizações de aumentar reservas futuras,Positive,são positiv,Neutral,False,,,https://www.infomoney.com.br/mercados/petrobras-petr4-interesse-na-namibia-e-acordo-com-cade-sao-positivos-para-estatal/
2024-07-16,InfoMoney,santander,Petrobras (PETR4): os 3 motivos para Santander ter recomendação neutra para a ação,Santander mantém recomendação neutra e preço-alvo de R$ 43 por ação ordinária,Neutral,recomendação neutr,Neutral,True,,,https://www.infomoney.com.br/mercados/petrobras-petr4-os-3-motivos-para-santander-ter-recomendacao-neutra-para-a-acao/
2024-08-06,Exame,bank of america,"Petrobras (PETR4) deve pagar US$ 2,8 bilhões de dividendos, diz BofA","Bank of America recomenda compra do papel, com preço-alvo de US$ 17,90, o que representaria um potencial de ganho de quase 34,50%",Positive,recomenda compra,Negative,False,,,https://exame.com/invest/mercados/petrobras-petr4-deve-pagar-us-28-bilhoes-de-dividendos-diz-bofa/
2024-08-26,InfoMoney,morgan stanley,Petrobras salta 9% e ganha R$ 41 bi de valor com ações elevadas e alta do petróleo,Morgan Stanley elevou recomendação dos ADRs para compra,Positive,elevou recomendaç,Positive,True,,,https://www.infomoney.com.br/mercados/petrobras-sobe-3-com-acao-elevada-e-alta-do-petroleo-outras-petroleiras-sobem/
2024-08-26,MoneyTimes,morgan stanley,Retornos de 60% e dividendos: Morgan faz as contas e recomenda compra em Petrobras (PETR4); ação dispara 8%,"Uma combinação de fatores ativou ‘gatilhos’ para o papel da Petrobras (PETR4) disparar mais na sessão desta segunda-feira (26). Além do preço do petróleo, que salta mais de 2%, o Morgan Stanley elevou a recomendação da estatal para overweight, o equivalente à compra, com preço-alvo de US$ 20 até 2025, potencial de 38% ante o […]",Positive,recomenda compra,Neutral,False,,,https://www.moneytimes.com.br/petrobras-petr4-morgan-stanley-recomenda-compra-apos-calcular-tamanho-dos-dividendos-extraordinarios-acao-dispara-rnda/
2024-08-27,MoneyTimes,morgan stanley,Retornos e dividendos da Petrobras (PETR4) são destaque no Money Times; veja as principais manchetes dos jornais hoje (27),"O Morgan Stanley elevou a recomendação da Petrobras (PETR4) para overweight, o equivalente à compra, e é destaque no Money Times nesta terça-feira (27). Em reação, os papéis dispararam no Ibovespa. As ações ordinárias (PETR3) fecharam o pregão como a maior alta do índice, com avanço de 8,96%, a R$ 42,92. Já as ações preferenciais (PETR4) terminaram o […]",Positive,elevou a recomendaç,Neutral,False,,,https://www.moneytimes.com.br/com-retornos-de-60-e-dividendos-petrobras-petr4-e-destaque-confira-as-principais-noticias-dos-jornais-hoje-terca-feira-27-08-2024-lmrs/
2024-08-28,InfoMoney,santander,"Petrobras: após Morgan, Santander eleva ações a compra de olho em plano e dividendos","Banco subiu recomendação com base em perspectiva renovada de sua estrutura de capital e, portanto, potencial extraordinário de dividendos",Positive,subiu recomendaç,Positive,True,,,https://www.infomoney.com.br/mercados/petrobras-petr4-apos-morgan-santander-eleva-acoes-a-compra-de-olho-em-plano-em-dividendos-desempenho-ativos/
2024-09-12,InfoMoney,goldman sachs,Petrobras ignora petróleo e cai após banco cortar preço-alvo e projeção de dividendos,"Petróleo teve recuperação na sessão desta quinta, mas queda recente da commodity fez com que Goldman Sachs revisasse para baixo suas projeções para estatal",Negative,cortar preço-alvo,Negative,True,,,https://www.infomoney.com.br/mercados/petrobras-petr4-goldman-corta-preco-alvo-e-projecao-de-dividendo-por-petroleo-e-acoes-caem/
2024-09-16,MoneyTimes,itaú bba,"Petrobras (PETR4): Itaú calcula dividendos, preço-alvo e recomenda compra; veja potencial","O Itaú BBA revisitou a Petrobras (PETR3;PETR4) e chegou a conclusão de que é hora de comprar os papéis. A corretora elevou a recomendação de neutro para outperform, o equivalente à compra, com preço-alvo de R$ 48 até 2025, o que abre potencial de alta de 31%. Em reação, os papéis preferenciais (PETR4) da estatal […]",Positive,recomenda compra,Neutral,False,,,https://www.moneytimes.com.br/petrobras-petr4-itau-bba-eleva-recomendacao-para-compra-retornos-de-dividendos-chegam-a-14-rnda/
2024-09-18,MoneyTimes,bank of america,"Rali da Petrobras (PETR4): Investidor pode surfar alta de 40% das ações, vê BofA","O Bank of America elevou o preço-alvo da Petrobras (PETR3;PETR4) de R$ 47 para R$ 51, o que abre potencial de alta de 40% ante o fechamento desta quarta-feira (18). A recomendação é de compra. Onde investir após a Super Quarta? Veja como receber um dossiê gratuito com os investimentos mais promissores após as decisões […]",Positive,elevou o preço-alvo,Neutral,False,,,https://www.moneytimes.com.br/rali-da-petrobras-petr4-investidor-pode-surfar-alta-de-40-das-acoes-ve-bofa-rnda/
2024-09-25,MoneyTimes,bb investimentos,"Petrobras (PETR4): Bancões recomendam compra — um vê dividendos de R$ 3,49 por ação em visão conservadora","O BB Investimentos introduziu um novo preço-alvo para as ações da Petrobras (PETR3;PETR4), de R$ 48,50, mantendo a recomendação de compra. “Nossa avaliação deriva de um método de Fluxo de Caixa Descontado (DCF) de dez anos, assumindo um WACC em 12,6% e um crescimento na perpetuidade (g) de 2,0%”, diz o banco em relatório. Na […]",Positive,recomendam compra,Neutral,False,,,https://www.moneytimes.com.br/petrobras-petr3petr4-bancoes-recomendam-compra-um-ve-dividendos-de-r-349-por-acao-em-visao-conservadora-lmrs/
2024-09-25,Exame,j.p. morgan,J.P. Morgan se rende ao consenso e dá 'compra' para ações de Petrobras,Banco vê vantagens relativas diante de petróleo em queda e potencial de alta de mais de 20% para as ações da estatal,Positive,potencial de alta,Positive,True,,,https://exame.com/invest/mercados/j-p-morgan-revisa-recomendacao-de-petrobras-e-se-rende-a-um-dos-maiores-consensos-do-mercado/
2024-10-21,InfoMoney,analistas,Petrobras lança luz sobre sua governança para investir: o que o mercado achou?,Analistas tiveram uma visão positiva sobre os processos da companhia após reunião sobre o tema,Positive,são positiv,Neutral,False,,,https://www.infomoney.com.br/mercados/petrobras-lanca-luz-sobre-sua-governanca-para-investir-o-que-o-mercado-achou/
2024-10-29,InfoMoney,analistas,Petrobras: analistas revisam projeções para ações e dividendos após produção; confira,"XP reiterou Petrobras como uma das preferidas do setor e elevou preço-alvo para PETR3 e PETR4, mas reduziu de ADRs; analistas projetam proventos para o 3T24 e 2024",Positive,elevou preço-alvo,Neutral,False,,,https://www.infomoney.com.br/mercados/petrobras-petr4-analistas-revisam-projecoes-para-acoes-e-dividendos-apos-producao-3t24-confira/
2024-11-22,InfoMoney,xp,"Após plano e dividendo extraordinário, XP reitera recomendação de compra da Petrobras","Tanto o pagamento de proventos adicionais como o programa de negócios vieram em linha, de acordo com a casa",Positive,recomendação de compra,Neutral,False,,,https://www.infomoney.com.br/mercados/apos-plano-e-dividendo-extraordinario-xp-reitera-recomendacao-de-compra-da-petrobras/
2024-11-25,MoneyTimes,ubs,Petrobras (PETR4): UBS BB eleva preço-alvo e prevê rendimentos de dividendos mais robustos,"O UBS BB elevou a projeção de dividend yield da Petrobras (PETR4) em 2025, de 11% para 16%, destacando que no cenário mais otimista a linha pode atingir 20%, segundo relatório divulgado nesta segunda-feira (25). A projeção considera o Plano de Negócios 2025-2029, revelado na semana passada. O banco também elevou de R$ 47 para […]",Positive,eleva preço-alvo,Positive,True,,,https://www.moneytimes.com.br/petrobras-petr4-ubs-bb-eleva-preco-alvo-e-preve-rendimentos-kda/
2024-12-04,MoneyTimes,safra,Petrobras (PETR4): Safra eleva preço-alvo em R$ 14 e calcula dividendos; veja novo potencial,"A Petrobras (PETR4), um dos destaques de 2024, ganhou a preferência de mais um banco. O Safra elevou o preço-alvo de R$ 34 para R$ 48, potencial de alta de 22% em relação à publicação do relatório, enquanto a recomendação passou de neutra para compra. Segundo os analistas, além do potencial de alta, os dividendos […]",Positive,eleva preço-alvo,Neutral,False,,,https://www.moneytimes.com.br/petrobras-petr4-safra-eleva-preco-alvo-em-r-14-veja-novo-potencial-rnda/
2025-01-06,MoneyTimes,analistas,"Petrobras (PETR4) é a campeã, mas 17 analistas apontam três outras preferidas para buscar dividendos em janeiro","A virada do ano promete a perspectiva de 365 (ou 366) dias em aberto para mudança e esperança por tempos melhores. No entanto, não é isso que o mercado financeiro experimenta com a entrada de 2025. O sentimento deixado pela ineficiência do pacote fiscal, disparada do dólar e perspectiva de um ciclo de aperto monetário […]",Positive,preferida,Neutral,False,,,https://www.moneytimes.com.br/petrobras-petr4-e-a-campea-mas-17-analistas-apontam-tres-outras-preferidas-para-buscar-dividendos-em-janeiro-lmrs/
2025-01-24,Poder360,santander,Santander revisa projeção para petróleo e vê Petrobras como “top pick”,"Cotação do Brent deve ser de US$ 77,5 o barril no 1º trimestre; o banco cita a robustez do fluxo de caixa e dos rendimentos de dividendos da estatal",Positive,top pick,Neutral,False,,,https://www.poder360.com.br/poder-economia/santander-revisa-projecao-para-petroleo-e-ve-petrobras-como-top-pick/
2025-02-05,MoneyTimes,analistas,‘Dividendos atrativos’: Petrobras (PETR4) é a ação favorita para fevereiro entre 17 analistas com rendimento que pode bater 15%,"As ações da Petrobras (PETR4) foram eleitas as preferidas dos analistas para buscar dividendos, segundo levantamento do Money Times. A petroleira recebeu 12 indicações, entre 17 carteiras recomendadas de bancos, corretoras e casas de análise para fevereiro. Na sequência, aparecem os papéis de Banco do Brasil (BBAS3) e Itaú Unibanco (ITUB4), com 10 e nove indicações […]",Positive,preferida,Neutral,False,,,https://www.moneytimes.com.br/dividendos-atrativos-petrobras-petr4-e-a-acao-favorita-para-fevereiro-entre-17-analistas-com-rendimento-que-pode-bater-15-gll/
2025-02-10,InfoMoney,itaú bba,Petrobras e PRIO: os motivos para as ações serem as preferidas do Itaú BBA no setor,"Petrobras tem um forte potencial de retorno com dividendos, enquanto PRIO possui o maior rendimento de fluxo de caixa",Positive,preferida,Neutral,False,,,https://www.infomoney.com.br/mercados/petrobras-petr4-e-prio-prio3-os-motivos-para-as-acoes-serem-as-preferidas-do-itau-bba-no-setor-petroleiro/
2025-02-21,MoneyTimes,analistas,"Day Trade: Telefônica (VIVT3), Petrobras (PETR4) e mais 3 ações para comprar nesta sexta (21)","A Ágora e o Pagbank divulgaram suas recomendações de compra em day trade para esta sexta-feira (21). As ações sugeridas são de analistas gráficos, que usam uma metodologia que busca antecipar as tendências de curtíssimo prazo. Confira aqui as recomendações para as vendas do dia. Veja o que comprar Ágora Empresa Ticker Entrada (R$) 1º alvo […]",Positive,recomendações de compra,Neutral,False,,,https://www.moneytimes.com.br/day-trade-hoje-comprar-telefonica-vivo-vivt3-petrobras-petr4-acoes-sexta-feira-21-02-2025-visp/
2025-02-25,MoneyTimes,analistas,"Day Trade: BB Seguridade (BBSE3), Petrobras (PETR4) e mais 2 ações para comprar nesta terça (25)","A Ágora e o Pagbank divulgaram suas recomendações de compra em day trade para esta terça-feira (25). As ações sugeridas são de analistas gráficos, que usam uma metodologia que busca antecipar as tendências de curtíssimo prazo. Confira aqui as recomendações para as vendas do dia. Veja o que comprar Ágora Empresa Ticker Entrada (R$) 1º alvo […]",Positive,recomendações de compra,Neutral,False,,,https://www.moneytimes.com.br/day-trade-hoje-comprar-bb-seguridade-bbse3-petrobras-petr4-acoes-terca-feira-25-02-2025-visp/
2025-02-27,MoneyTimes,analistas,Investidores se preparam para banho de sangue da Petrobras; o que esperar do Ibovespa nesta quinta (27),"O resultado da Petrobras (PETR4) decepcionou o mercado. A empresa reportou prejuízo líquido de R$ 17 bilhões no quarto trimestre (4T24), número abaixo da projeção de ganhos de R$ 20,9 bilhões, feita por analistas em consenso reunido pela Bloomberg. Segundo a empresa, o resultado reflete, principalmente, o impacto da desvalorização cambial e o aumento das provisões, sem efeito […]",Negative,decepcion,Neutral,False,,,https://www.moneytimes.com.br/investidores-se-preparam-para-banho-de-sangue-da-petrobras-o-que-esperar-do-ibovespa-nesta-quinta-27-jals/
2025-03-10,MoneyTimes,btg,"Por que a Petrobras (PETR4), que cai 10% desde o balanço, segue como ‘compra’, segundo o BTG","O BTG Pactual reiterou a recomendação de compra para as ações da Petrobras (PETR4), com preço-alvo de R$ 58. A avaliação é feita em um momento em que os papéis da estatal acumulam baixa de cerca de 10% desde a divulgação do balanço do quarto trimestre. No mês passado, a Petrobras surpreendeu o mercado ao […]",Positive,recomendação de compra,Negative,False,,,https://www.moneytimes.com.br/petrobras-petr4-que-cai-10-desde-o-balanco-segue-compra-diz-btg-kda/
2025-03-24,InfoMoney,ubs,"Petrobras: UBS BB reduz preço-alvo, mas reitera compra: “menos óbvio, mas gostamos”",Recomendação de compra reiterada ocorre por dividendos e crescimento,Positive,recomendação de compra,Neutral,False,,,https://www.infomoney.com.br/mercados/petrobras-ubs-bb-reduz-preco-alvo-mas-reitera-compra-menos-obvio-mas-gostamos/
2025-03-24,MoneyTimes,ubs,Petrobras (PETR4): UBS BB calcula dividendos e diz se ainda vale comprar papel,"O UBS BB reiterou sua recomendação de compra para as ações da Petrobras (PETR4), mesmo reconhecendo que a tese oferece mais risco atualmente. Para o banco, dividendos e crescimento justificam a classificação e otimismo com a petrolífera. Em um momento de incerteza macroeconômica e com poucos outros bons nomes de commodities no Brasil, a Petrobras […]",Positive,recomendação de compra,Neutral,False,,,https://www.moneytimes.com.br/petrobras-petr4-ubs-bb-calcula-dividendos-e-diz-se-ainda-vale-comprar-papel-lmrs/
2025-04-05,MoneyTimes,analistas,Petrobras (PETR4) é a ação favorita da Faria Lima para buscar dividendos em abril; veja as recomendações de 16 analistas,"As ações da Petrobras (PETR4) foram eleitas as preferidas dos analistas para buscar dividendos em abril, segundo levantamento do Money Times. A estatal recebeu 14 indicações, entre 16 carteiras recomendadas de bancos, corretoras e casas de análise. Para o BTG Pactual, a petroleira entrega um dividend yield (rendimento em dividendos) “atraente”. Os analistas pontuam que o recente […]",Positive,preferida,Neutral,False,,,https://www.moneytimes.com.br/petrobras-petr4-e-a-acao-favorita-da-faria-lima-para-buscar-dividendos-em-abril-veja-as-recomendacoes-de-16-analistas-gll/
2025-04-08,InfoMoney,analistas,Petrobras (PETR4) e Vale (VALE3): ações estão baratas após “sell-off” com tarifaço?,"Analistas seguem recomendando compra para Petrobras, mas estão mais divididos com Vale (por outros fatores além do tarifaço)",Positive,estão barat,Neutral,False,,,https://www.infomoney.com.br/mercados/petrobras-petr4-e-vale-vale3-acoes-estao-baratas-apos-sell-off-com-tarifaco/
2025-04-18,Exame,analistas,O petróleo caiu 15% desde o tarifaço. O que isso significa para as ações da Petrobras (PETR4),Analistas seguem recomendando compra e vêem ação como opção defensiva em meio ao recuo da commodity,Positive,recomendando compra,Negative,False,,,https://exame.com/invest/mercados/o-petroleo-caiu-15-desde-o-tarifaco-o-que-isso-significa-para-as-acoes-da-petrobras-petr4/
2025-04-22,InfoMoney,analistas,"Petrobras (PETR4) cai mais de 15% em abril, mas analistas seguem otimistas: por quê?","UBS BB e Rico Investimentos seguem com Petrobras como uma das preferidas, ainda que vendo volatilidade",Positive,preferida,Negative,False,,,https://www.infomoney.com.br/mercados/petrobras-petr4-cai-mais-de-15-em-abril-mas-analistas-seguem-otimistas-por-que/
2025-04-24,MoneyTimes,bradesco bbi,"Petrobras (PETR4) não deve pagar dividendos extraordinários com resultados de 2025, diz Bradesco BBI","O Bradesco BBI revisou suas estimativas para a Petrobras (PETR4), reduzindo o preço-alvo para R$ 42 por ação, mas mantendo a recomendação de compra, com a justificativa de que, apesar da redução nas expectativas de resultados, o dividend yield continua atraente. A remoção da premissa de um pagamento extraordinário de US$ 2 bilhões é uma […]",Positive,recomendação de compra,Negative,False,,,https://www.moneytimes.com.br/petrobras-petr4-nao-deve-pagar-dividendos-extraordinarios-em-2025-diz-bradesco-bbi-kda/
2025-05-08,MoneyTimes,safra,"Petrobras (PETR4) e mais 9 ações para investir em maio, com potencial de alta de até 60%, segundo o Safra","O Safra promoveu quatro mudanças em sua carteira recomendada de ações para o mês de maio, com as saídas do Banco do Brasil (BBAS3), Suzano (SUZB3), Sabesp (SBSP3) e Prio (PRIO3). Com as remoções, os analistas optaram por incluir os papéis de Porto Seguro (PSSA3), JBS (JBSS3), Copel (CPLE6) e Grupo Mateus (GMAT3). VEJA TAMBÉM: Copom anunciou decisão dos […]",Positive,potencial de alta,Positive,True,,,https://www.moneytimes.com.br/petrobras-petr4-e-mais-9-acoes-para-investir-em-maio-com-potencial-de-alta-de-ate-60-segundo-o-safra-grds/
2025-05-08,MoneyTimes,analistas,Petrobras (PETR4) é a preferida entre 16 analistas para quem quer embolsar dividendos; veja por quê,"Mês após mês, a Petrobras (PETR4) figura entre as ações mais recomendadas por analistas para quem busca embolsar dividendos. Assim como no mês anterior, em maio a petrolífera é campeã de indicações. Presente na carteira recomendada de 13 bancos e corretoras, a Petrobras tem o primeiro lugar do ranking, seguida pelo Banco do Brasil (BBAS3), […]",Positive,preferida,Neutral,False,,,https://www.moneytimes.com.br/petrobras-petr4-e-a-preferida-entre-16-analistas-para-quem-quer-embolsar-dividendos-veja-por-que-lmrs/
2025-06-06,MoneyTimes,analistas,Petrobras (PETR4) rouba a cena – de novo – e é a queridinha entre 15 analistas para embolsar dividendos em junho,"As ações da Petrobras (PETR4) foram eleitas as preferidas dos analistas para buscar dividendos em junho. A estatal apareceu em 93% das carteiras recomendadas de bancos, corretoras e casas de análise coletadas pelo Money Times, obtendo 14 indicações para este mês. O BTG Pactual não previa totalmente os riscos de queda nos preços do petróleo em […]",Positive,preferida,Neutral,False,,,https://www.moneytimes.com.br/petrobras-petr4-rouba-a-cena-de-novo-e-e-a-queridinha-entre-15-analistas-para-embolsar-dividendos-em-junho-gll/
2025-06-09,Exame,santander,"Sem perspectiva de dividendos extraordinários, Petrobras (PETR4) sofre duplo rebaixamento","Santander e do Bank of America cortam projeção de 'compra' para 'neutra' por queda nos preços do petróleo e riscos regulatórios, com pressão arrecadatória do governo podendo recair sobre a estatal",Negative,cortam projeç,Negative,True,,,https://exame.com/invest/mercados/sem-perspectiva-de-dividendos-extraordinarios-petrobras-petr4-sofre-duplo-rebaixamento/
2025-07-04,MoneyTimes,analistas,Petrobras (PETR4) mantém o posto? Veja a ação preferida entre 13 analistas para embolsar dividendos,"Sai mês, entra mês, e a Petrobras (PETR4) segue como a ação preferida entre analistas de bancos e corretoras quando se trata de buscar dividendos. Para julho, levantamento do Money Times mostra que a estatal ocupa novamente o posto de mais indicada, presente em nove carteiras recomendadas. O levantamento, que mapeou 13 portfólios voltados para […]",Positive,ação preferida,Neutral,False,,,https://www.moneytimes.com.br/petrobras-petr4-mantem-o-posto-veja-a-acao-que-13-analistas-estao-de-olho-para-embolsar-dividendos-lmrs/
2025-07-30,MoneyTimes,analistas,"Petrobras (PETR4): Depois da produção, os dividendos; quanto empresa deverá pagar no 2T25?","A Petrobras (PETR4) fez a lição de casa e produziu acima do esperado no segundo trimestre. Com quase 3 milhões de barris de óleo equivalente por dia, a companhia bateu recordes. Entre analistas, os números ficaram acima da expectativa. Porém, na bolsa, a ação pouco reagia, com o papel caindo 0,37%, a R$ 32,32, por […]",Positive,acima do esperado,Neutral,False,,,https://www.moneytimes.com.br/petrobras-petr4-depois-da-producao-os-dividendos-quanto-empresa-devera-pagar-rnda/
2025-08-13,InfoMoney,citi,Petrobras: por que o Citi tem recomendação neutra para as ações da estatal,Citi reitera recomendação neutra para Petrobras e vê chance de corte em previsão de capex para 2026,Neutral,recomendação neutr,Positive,False,,,https://www.infomoney.com.br/mercados/petrobras-por-que-o-citi-tem-recomendacao-neutra-para-as-acoes-da-estatal/
2025-08-14,MoneyTimes,citi,Citi reitera recomendação neutra para Petrobras (PETR4) e vê chance de corte em previsão de capex para 2026,"Analistas do Citi reiteraram a recomendação neutra para as ações da Petrobras (PETR4) em relatório enviado a clientes nesta quarta-feira, no qual também mantiveram o preço-alvo dos papéis em R$ 35 — ou US$ 12,50 no caso dos ADRs (recibos das ações negociados nos Estados Unidos). Eles afirmaram que a companhia pode ser uma boa […]",Neutral,recomendação neutr,Negative,False,,,https://www.moneytimes.com.br/citi-reitera-recomendacao-neutra-para-petrobras-petr4-e-ve-chance-de-corte-em-previsao-de-capex-para-2026-fets/
2025-08-19,MoneyTimes,citi,Raízen (RAIZ4) cai até 11% após Citi rebaixar recomendação e Petrobras (PETR4) negar investimento; ação derrete 70% no ano,"As ações da Raízen (RAIZ4) amargaram mais um dia negativo no Ibovespa (IBOV), após a Petrobras (PETR4) negar a intenção de realizar algum investimento na joint venture entre Shell e Cosan (CSAN3). Os papéis enceraram a sessão com queda de 9,57%, a R$ 1,04. Na mínima intradia, RAIZ4 chegaram a recuar 11,30% (R$ 1,02). CONFIRA: Está em […]",Negative,rebaixar recomendaç,Negative,True,,,https://www.moneytimes.com.br/raizen-raiz4-despenca-e-queda-chega-a-30-em-um-mes-citi-rebaixa-recomendacao-grds/
2025-08-21,MoneyTimes,btg,Ibovespa futuro deve seguir em baixa; BTG recomenda compra de Petrobras (PETR4) e aponta oportunidades em swing trade,"O Ibovespa futuro (WINV25) encerrou o pregão da última quarta-feira (20) com uma leve recuperação de 0,48%, aos 137.145 pontos, após as fortes quedas nos últimos dias. No entanto, em análise técnica divulgada nesta quinta-feira (21), o BTG Pactual aponta a formação de um padrão que sugere a continuidade do movimento vendedor — o que […]",Positive,recomenda compra,Negative,False,,,https://www.moneytimes.com.br/ibovespa-futuro-continuidade-de-baixa-recomendacao-para-petrobras-petr4-swing-trade-grds/
2025-08-22,InfoMoney,ubs,"Petrobras: UBS BB reduz preço-alvo, mas recomenda compra para ações por 3 pilares","Baixa concentração de investidores, combinada com múltiplos descontados e dividendos elevados, reduz riscos e pode abrir espaço para reprecificação",Positive,recomenda compra,Neutral,False,,,https://www.infomoney.com.br/mercados/petrobras-ubs-bb-reduz-preco-alvo-mas-recomenda-compra-para-acoes-por-3-pilares/
2025-09-09,InfoMoney,analistas,Petrobras pode prever corte de US$ 8 bi em plano de negócios: positivo para as ações?,"Possível plano para vender campos maduros está no radar; analistas ponderam sobre condições do plano, mas veem iniciativas como positivas",Positive,positivo para,Negative,False,,,https://www.infomoney.com.br/mercados/petrobras-pode-prever-corte-de-us-8-bi-em-plano-de-negocios-positivo-para-as-acoes/
2025-09-18,MoneyTimes,btg,Petrobras (PETR4): BTG enxerga combinação positiva para dividendos adicionais; ciclo eleitoral pode reprecificar ação,"O BTG Pactual mantém uma visão fora do consenso para Petrobras (PETR4), enxergando uma assimetria positiva de revisões para cima na produção e revisões para baixo em capex (despesas de capital) e opex (despesa operacional). Além disso, o cenário eleitoral em 2026 pode ajudar ainda mais na valorização das ações. Isso se dá por conta das premissas do […]",Positive,positiva para,Positive,True,,,https://www.moneytimes.com.br/petrobras-petr4-btg-enxerga-combinacao-para-dividendos-adicionais-ciclo-eleitoral-pode-reprecificar-acao-pads/
2025-09-24,InfoMoney,jpmorgan,"Petrobras: JPMorgan ressalta pré-sal, eleva projeção de produção e reitera compra","Banco também ressaltou o baixo ritmo de esgotamento dos reservatórios do pré-sal, e reiterou recomendação “overweight” para PETR4",Positive,eleva projeç,Neutral,False,,,https://www.infomoney.com.br/mercados/petrobras-jpmorgan-ressalta-qualidade-do-pre-sal-e-eleva-projecao-de-producao/
